event,notes,menuText,shortText,chatText,aliasSubname,hasCalm,hasCalmFar,hasUrgent,hasUrgentFar,subEvent,defaultIcon,pingAsset,
REPLY_BLEEDOUT_COMETOME,,#PROMPT_REPLY_BLEEDOUT_COMETOME,,#REPLY_BLEEDOUT_COMETOME,ping_reviveCome,65537,256,1,0,,rui/menu/dpad_comms/emoji/toast_beer,,
REPLY_RESPAWN_YES,,#PROMPT_REPLY_RESPAWN_YES,,#REPLY_RESPAWN_YES,ping_grabCard,65537,256,1,0,,rui/menu/dpad_comms/emoji/thumbsup,,
QUICKCHAT_INTRO_QUIP,,#PROMPT_QUICKCHAT_INTRO_QUIP,,,,0,0,0,0,,rui/menu/dpad_comms/emoji/lightning,,
QUICKCHAT_KILL_QUIP,,#PROMPT_QUICKCHAT_KILL_QUIP,,,,0,0,0,0,,rui/menu/dpad_comms/emoji/skull,,
QUICKCHAT_NICE,! Needs urgent/calm,#PROMPT_QUICKCHAT_NICE,,#QUICKCHAT_NICE,ping_nice,65537,256,1,0,,rui/menu/dpad_comms/emoji/party_hat,,
QUICKCHAT_THANKS,! Needs urgent/calm,#PROMPT_QUICKCHAT_THANKS,,#QUICKCHAT_THANKS,ping_thanks,0,0,0,0,,rui/menu/dpad_comms/emoji/clapping,,
QUICKCHAT_WAIT,! Needs urgent/calm,#PROMPT_QUICKCHAT_WAIT,,#QUICKCHAT_WAIT,ping_markerWait,65537,256,1,0,,rui/menu/dpad_comms/emoji/stop,,
QUICKCHAT_WHAT_NOW,! Needs urgent/calm,#PROMPT_QUICKCHAT_WHAT_NOW,,#QUICKCHAT_WHAT_NOW,ping_nextMove,0,0,0,0,,rui/menu/dpad_comms/emoji/dotdotdot,,
QUICKCHAT_READY,! Needs urgent/calm,#PROMPT_QUICKCHAT_READY,,#QUICKCHAT_READY,ping_ready,0,0,0,0,,rui/menu/dpad_comms/emoji/party_hat,,
QUICKCHAT_STICK_TOGETHER,! Needs urgent/calm,#PROMPT_QUICKCHAT_STICK_TOGETHER,,#QUICKCHAT_STICK_TOGETHER,auto_stickTogether,0,0,0,0,,rui/menu/dpad_comms/emoji/toast_beer,,
QUICKCHAT_COVER_ME,! Needs urgent/calm,#PROMPT_QUICKCHAT_COVER_ME,,#QUICKCHAT_COVER_ME,ping_coverme,0,0,0,0,,rui/menu/dpad_comms/emoji/lightning,,
QUICKCHAT_BLEEDOUT_HELP,,#PROMPT_QUICKCHAT_BLEEDOUT_HELP,,#QUICKCHAT_BLEEDOUT_HELP,ping_helpcall,0,0,0,0,,rui/menu/dpad_comms/speech_hud,,
QUICKCHAT_BLEEDOUT_THANKS,,#PROMPT_QUICKCHAT_BLEEDOUT_THANKS,,#QUICKCHAT_BLEEDOUT_THANKS,ping_thanks,0,0,0,0,,rui/menu/dpad_comms/speech_hud,,
QUICKCHAT_BLEEDOUT_ITS_OVER,,#PROMPT_QUICKCHAT_BLEEDOUT_ITS_OVER,,#QUICKCHAT_BLEEDOUT_ITS_OVER,ping_leaveMe,0,0,0,0,,rui/menu/dpad_comms/speech_hud,,
INVENTORY_NEED_AMMO_BULLET,! [jnel] changed to Light ammo,,,#INVENTORY_NEED_AMMO_BULLET,ping_needAmmoLight,65537,256,1,0,,,,
INVENTORY_NEED_AMMO_SPECIAL,,,,#INVENTORY_NEED_AMMO_SPECIAL,ping_needAmmoEnergyEmpty,65537,256,1,0,,,,
INVENTORY_NEED_AMMO_HIGHCAL,! [jnel] changed to heavy ammo,,,#INVENTORY_NEED_AMMO_HIGHCAL,ping_needAmmoHeavy,65537,256,1,0,,,,
INVENTORY_NEED_AMMO_SHOTGUN,,,,#INVENTORY_NEED_AMMO_SHOTGUN,ping_needAmmoShotgunEmpty,65537,256,1,0,,,,
INVENTORY_NEED_FIRST_WEAPON,,,,#INVENTORY_NEED_FIRST_WEAPON,ping_needWeapon,65537,256,1,0,,,,
INVENTORY_NEED_ANOTHER_WEAPON,,,,#INVENTORY_NEED_ANOTHER_WEAPON,ping_needWeapon,65537,256,1,0,,,,
INVENTORY_NEED_ARMOR,,,,#INVENTORY_NEED_ARMOR,ping_needBodyShield,65537,256,1,0,,,,
INVENTORY_NEED_HELMET,,#PROMPT_QUICKCHAT_NEED_HELMET,,#INVENTORY_NEED_HELMET,ping_needHelmet,65537,256,1,0,,,,
INVENTORY_NEED_BACKPACK,,#PROMPT_QUICKCHAT_NEED_BACKPACK,,#INVENTORY_NEED_BACKPACK,ping_needBackpack,65537,256,1,0,,,,
INVENTORY_NEED_HEALTH,,#PROMPT_QUICKCHAT_NEED_HEALTH,,#INVENTORY_NEED_HEALTH,ping_needHealth,65537,256,1,0,,,,
INVENTORY_NEED_SHIELDS,,#PROMPT_QUICKCHAT_NEED_SHIELDS,,#INVENTORY_NEED_SHIELDS,ping_needShields,65537,256,1,0,,,,
INVENTORY_NEED_INCAPSHIELD,,,,#INVENTORY_NEED_INCAPSHIELD,ping_needShieldKO,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_MAG_BULLET,! [jnel] changed to Extended Light Mag,,,#INVENTORY_NEED_ATTACHMENT_MAG_BULLET,ping_needAmmoMagLight,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_MAG_SPECIAL,,,,#INVENTORY_NEED_ATTACHMENT_MAG_SPECIAL,ping_needAmmoMagEnergy,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_MAG_SHOTGUN,,,,#INVENTORY_NEED_ATTACHMENT_MAG_SHOTGUN,ping_needShotgunBolt,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_MAG_HIGHCAL,! [jnel] changed to Extended Heavy Mag,,,#INVENTORY_NEED_ATTACHMENT_MAG_HIGHCAL,ping_needAmmoMagHeavy,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_PISTOL,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_PISTOL,ping_needOpticPistol,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_SMG,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_SMG,ping_needOpticSMG,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_ASSAULT,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_ASSAULT,ping_needOpticAssault,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_LMG,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_LMG,ping_needOpticLMG,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_SHOTGUN,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_SHOTGUN,ping_needOpticShotgun,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_SIGHT_SNIPER,,,,#INVENTORY_NEED_ATTACHMENT_SIGHT_SNIPER,ping_needOpticSniper,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_PISTOL,! Needs per-weapon-type lines [jnel] changed to tactical stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_PISTOL,ping_needStockTactical,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_SMG,! Needs per-weapon-type lines [jnel] changed to tactical stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_SMG,ping_needStockTactical,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_ASSAULT,! Needs per-weapon-type lines [jnel] changed to tactical stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_ASSAULT,ping_needStockTactical,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_LMG,! Needs per-weapon-type lines [jnel] changed to tactical stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_LMG,ping_needStockTactical,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_SHOTGUN,! Needs per-weapon-type lines [jnel] changed to tactical stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_SHOTGUN,ping_needStockTactical,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_GRIP_SNIPER,! Needs per-weapon-type lines [jnel] changed to sniper stock,,,#INVENTORY_NEED_ATTACHMENT_GRIP_SNIPER,ping_needStockSniper,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_PISTOL,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_PISTOL,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_SMG,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_SMG,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_ASSAULT,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_ASSAULT,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_LMG,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_LMG,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_SHOTGUN,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_SHOTGUN,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_ATTACHMENT_BARREL_SNIPER,! Needs per-weapon-type lines,,,#INVENTORY_NEED_ATTACHMENT_BARREL_SNIPER,ping_needModBarrel,65537,256,1,0,,,,
INVENTORY_NEED_WEAPONATTACHMENT_HOPUP,! [jnel] changed from custom weap mod to HopUp,,,#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP,ping_needHopUp,65537,256,1,0,,,,
WRAITH_WARN_TRAPS,,,,#WRAITH_WARN_TRAPS,voiceReact_traps,0,0,0,0,,,,
WRAITH_WARN_BOMBS,,,,#WRAITH_WARN_BOMBS,voiceReact_bombs,0,0,0,0,,,,
WRAITH_WARN_PING,,,,#WRAITH_WARN_PING,voiceReact_ping,0,0,0,0,,,,
WRAITH_WARN_KILLZONE,,,,#WRAITH_WARN_KILLZONE,voiceReact_killzone,0,0,0,0,,,,
WRAITH_WARN_WATCHED,,,,#WRAITH_WARN_WATCHED,voiceReact_watched,0,0,0,0,,,,
WRAITH_WARN_SEES_PLAYER,,,,#WRAITH_WARN_SEES_PLAYER,voiceReact_seesPlayer,0,0,0,0,,,,
WRAITH_WARN_SNIPER,,,,#WRAITH_WARN_SNIPER,voiceReact_sniper,0,0,0,0,,,,
WRAITH_WARN_HOSTILES,,,,#WRAITH_WARN_HOSTILES,voiceReact_hostiles,0,0,0,0,,,,
WRAITH_WARN_GRENADE,,,,#WRAITH_WARN_GRENADE,voiceReact_grenade,0,0,0,0,,,,
WRAITH_WARN_SURROUNDED,,,,#WRAITH_WARN_SURROUNDED,voiceReact_surround,0,0,0,0,,,,
BLOOHOUND_WARN_TRAVELER,,,,#BLOOHOUND_WARN_TRAVELER,pingClue_traveler,0,0,0,0,,rui/hud/ping/icon_ping_someonesbeen,settings/itemflav/ping/ping_area_visited.rpak,
BLOOHOUND_WARN_TRAVELER_RECENT,,,,#BLOOHOUND_WARN_TRAVELER_RECENT,pingClue_travelerRecent,0,0,0,0,,rui/hud/ping/icon_ping_someonesbeen,settings/itemflav/ping/ping_area_visited.rpak,
BLOOHOUND_WARN_BATTLE,,,,#BLOOHOUND_WARN_BATTLE,pingClue_battle,0,0,0,0,,rui/hud/ping/icon_ping_battle,settings/itemflav/ping/ping_battle.rpak,
BLOOHOUND_WARN_BATTLE_RECENT,,,,#BLOOHOUND_WARN_BATTLE_RECENT,pingClue_battleRecent,0,0,0,0,,rui/hud/ping/icon_ping_battle,settings/itemflav/ping/ping_battle.rpak,
BLOOHOUND_WARN_LOOTING,,,,#BLOOHOUND_WARN_LOOTING,pingClue_looting,0,0,0,0,,rui/hud/ping/icon_ping_loot,settings/itemflav/ping/ping_looting.rpak,
BLOOHOUND_WARN_LOOTING_RECENT,,,,#BLOOHOUND_WARN_LOOTING_RECENT,pingClue_lootingRecent,0,0,0,0,,rui/hud/ping/icon_ping_loot,settings/itemflav/ping/ping_looting.rpak,
BLOOHOUND_WARN_WOUNDED,,,,#BLOOHOUND_WARN_WOUNDED,pingClue_wounded,0,0,0,0,,rui/hud/ping/icon_ping_wounded,settings/itemflav/ping/ping_wounded.rpak,
BLOOHOUND_WARN_WOUNDED_RECENT,,,,#BLOOHOUND_WARN_WOUNDED_RECENT,pingClue_woundedRecent,16843009,65793,257,1,,rui/hud/ping/icon_ping_wounded,settings/itemflav/ping/ping_wounded.rpak,
SPAWN_WORMHOLE,,,,,,0,0,0,0,,rui/hud/ping/icon_ping_phase_tunnel,settings/itemflav/ping/ping_ent_phase_tunnel.rpak,
SPAWN_DRONEMEDIC,,,,,,0,0,0,0,,rui/hud/ping/icon_ping_dronemedic,settings/itemflav/ping/ping_ent_dronemedic.rpak,
SUB_TYPE_LEVEL1,,,,,ping_typeLevel1,65537,256,1,0,,,,
SUB_TYPE_LEVEL2,,,,,ping_typeLevel2,65537,256,1,0,,,,
SUB_TYPE_LEVEL3,,,,,ping_typeLevel3,65537,256,1,0,,,,
SUB_TYPE_LEVEL4,,,,,ping_typeLevel4,65537,256,1,0,,,,
SUB_TYPE_FULLYKITTED,,,,,ping_typeFullyKitted,65537,256,1,0,,,,
SUB_TYPE_RANGECLOSE,,,,,ping_typeRangeClose,65537,256,1,0,,,,
SUB_TYPE_RANGEMID,,,,,ping_typeRangeMid,65537,256,1,0,,,,
SUB_TYPE_RANGEFAR,,,,,ping_typeRangeFar,65537,256,1,0,,,,
SUB_TYPE_RANGESNIPER,,,,,ping_typeRangeSniper,65537,256,1,0,,,,
SUB_TYPE_CHOKE,,,,,ping_typeChoke,65537,256,1,0,,,,
SUB_TYPE_SELECTFIRE,,,,,ping_typeSelectfire,65537,256,1,0,,,,
SUB_TYPE_TURBOCHARGER,,,,,ping_typeTurboCharger,65537,256,1,0,,,,
SUB_TYPE_SKULLPIERCER,,,,,ping_typeSkullPiercer,65537,256,1,0,,,,
