name,alias,priority,radioDisplayName,team,radioIntercept,vduVideo,dialogue,
bc_pathfinder_glad_taunt_21,diag_mp_pathfinder_glad_taunt_21_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_22,diag_mp_pathfinder_glad_taunt_22_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_23,diag_mp_pathfinder_glad_taunt_23_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_24,diag_mp_pathfinder_glad_taunt_24_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_25,diag_mp_pathfinder_glad_taunt_25_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_26,diag_mp_pathfinder_glad_taunt_26_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_27,diag_mp_pathfinder_glad_taunt_27_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_28,diag_mp_pathfinder_glad_taunt_28_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_29,diag_mp_pathfinder_glad_taunt_29_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_30,diag_mp_pathfinder_glad_taunt_30_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_31,diag_mp_pathfinder_glad_taunt_31_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_32,diag_mp_pathfinder_glad_taunt_32_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_33,diag_mp_pathfinder_glad_taunt_33_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_34,diag_mp_pathfinder_glad_taunt_34_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_35,diag_mp_pathfinder_glad_taunt_35_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_36,diag_mp_pathfinder_glad_taunt_36_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_37,diag_mp_pathfinder_glad_taunt_37_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_38,diag_mp_pathfinder_glad_taunt_38_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_39,diag_mp_pathfinder_glad_taunt_39_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_40,diag_mp_pathfinder_glad_taunt_40_%perspective%,20,,,0,,,
bc_pathfinder_glad_taunt_41,diag_mp_pathfinder_glad_taunt_41_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_01,diag_mp_wraith_glad_taunt_01_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_02,diag_mp_wraith_glad_taunt_02_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_03,diag_mp_wraith_glad_taunt_03_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_04,diag_mp_wraith_glad_taunt_04_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_05,diag_mp_wraith_glad_taunt_05_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_06,diag_mp_wraith_glad_taunt_06_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_07,diag_mp_wraith_glad_taunt_07_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_08,diag_mp_wraith_glad_taunt_08_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_09,diag_mp_wraith_glad_taunt_09_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_10,diag_mp_wraith_glad_taunt_10_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_11,diag_mp_wraith_glad_taunt_11_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_12,diag_mp_wraith_glad_taunt_12_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_13,diag_mp_wraith_glad_taunt_13_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_14,diag_mp_wraith_glad_taunt_14_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_15,diag_mp_wraith_glad_taunt_15_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_16,diag_mp_wraith_glad_taunt_16_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_17,diag_mp_wraith_glad_taunt_17_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_18,diag_mp_wraith_glad_taunt_18_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_19,diag_mp_wraith_glad_taunt_19_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_20,diag_mp_wraith_glad_taunt_20_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_21,diag_mp_wraith_glad_taunt_21_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_22,diag_mp_wraith_glad_taunt_22_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_23,diag_mp_wraith_glad_taunt_23_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_24,diag_mp_wraith_glad_taunt_24_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_25,diag_mp_wraith_glad_taunt_25_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_26,diag_mp_wraith_glad_taunt_26_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_27,diag_mp_wraith_glad_taunt_27_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_28,diag_mp_wraith_glad_taunt_28_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_29,diag_mp_wraith_glad_taunt_29_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_30,diag_mp_wraith_glad_taunt_30_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_31,diag_mp_wraith_glad_taunt_31_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_32,diag_mp_wraith_glad_taunt_32_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_33,diag_mp_wraith_glad_taunt_33_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_34,diag_mp_wraith_glad_taunt_34_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_35,diag_mp_wraith_glad_taunt_35_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_36,diag_mp_wraith_glad_taunt_36_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_37,diag_mp_wraith_glad_taunt_37_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_38,diag_mp_wraith_glad_taunt_38_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_39,diag_mp_wraith_glad_taunt_39_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_40,diag_mp_wraith_glad_taunt_40_%perspective%,20,,,0,,,
bc_wraith_glad_taunt_41,diag_mp_wraith_glad_taunt_41_%perspective%,20,,,0,,,
bc_mirage_glad_taunt_01,diag_mp_mirage_glad_taunt_01_%perspective%,20,,,0,,,
